DEBUG 2022-07-27 20:11:54,486 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:16,447 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:17,515 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:17,520 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:17,523 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:17,525 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:18,591 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:18,596 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:18,600 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:18,602 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:19,668 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:19,670 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:19,674 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:19,677 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:20,709 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:20,713 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:20,716 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:20,719 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:21,785 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:21,790 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:21,797 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:21,802 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:22,874 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:22,879 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:22,882 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:22,885 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.379999999999995}
DEBUG 2022-07-27 20:13:23,962 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020185}
DEBUG 2022-07-27 20:13:23,972 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:23,975 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.2}
DEBUG 2022-07-27 20:13:23,977 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:25,006 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:25,011 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:25,015 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:25,018 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:26,241 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:26,273 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:26,292 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:26,311 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:27,395 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:27,401 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:27,405 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:27,408 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:28,471 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:28,477 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:28,481 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:28,485 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:29,636 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:29,662 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:29,680 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:29,685 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:30,751 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:30,757 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:30,761 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:30,765 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:31,794 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:31,799 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:31,801 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:31,804 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:32,950 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:32,955 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:32,958 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.225}
DEBUG 2022-07-27 20:13:32,961 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:33,995 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:34,001 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:34,004 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:34,007 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.2}
DEBUG 2022-07-27 20:13:35,287 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:35,316 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:35,336 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:35,358 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:36,398 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:36,404 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:36,406 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:36,410 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.17500000000001}
DEBUG 2022-07-27 20:13:37,607 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.39}
DEBUG 2022-07-27 20:13:37,627 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:37,640 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:37,658 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.15}
DEBUG 2022-07-27 20:13:38,704 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:38,711 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020194999999999998}
DEBUG 2022-07-27 20:13:38,713 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:38,716 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:39,761 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:39,767 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020185}
DEBUG 2022-07-27 20:13:39,769 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:39,773 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:40,897 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:40,915 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020185}
DEBUG 2022-07-27 20:13:40,936 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:40,955 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:42,010 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:42,016 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020185}
DEBUG 2022-07-27 20:13:42,019 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.066305}
DEBUG 2022-07-27 20:13:42,022 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:43,111 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:43,118 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.020185}
DEBUG 2022-07-27 20:13:43,124 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:43,129 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:44,194 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:44,197 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:44,200 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:44,203 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:45,348 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:45,356 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:45,360 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:45,363 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
DEBUG 2022-07-27 20:13:46,395 bot_handler 112629 139806956828416 symbol_prices: {'DASH/USDT': 44.385}
DEBUG 2022-07-27 20:13:46,400 bot_handler 112629 139806956828416 symbol_prices: {'ONE/USDT': 0.02018}
DEBUG 2022-07-27 20:13:46,404 bot_handler 112629 139806956828416 symbol_prices: {'TRX/USDT': 0.06629499999999999}
DEBUG 2022-07-27 20:13:46,406 bot_handler 112629 139806956828416 symbol_prices: {'BCH/USDT': 118.125}
